Judul,Abstrak,Tanggal,Author,Jurnal,cluster
Pengembangan Sistem Informasi Manajemen Tuas Akhir Program Studi Teknik Informatika Universitas Udayana,"Bagi seorang Mahasiswa sebuah Tugas Akhir merupakan sebuah persyaratan bagi seorang mahasiswa untuk menyelesaikan pendidikannya serta sebelum menyandang gelar sarjana, dalam pembuatannya terdapat berbagai proses administrasi sebelum mendapatkan penilaian terhadap tugas akhir mereka, dalam mengelola atau memanajemen berbagai proses tersebut Program Studi Teknik Informatika Universitas Udayana memiliki sebuah sistem yang digunakan untuk mengelola berbagai proses tersebut, namun dengan berjalannya waktu permintaan akan fitur yang dapat mempermudah berbagai proses tersebut semakin bertambah sehingga diperlukan sebuah sistem baru yang dapat memenuhi berbagai permintaan tersebut, sehingga pada penelitian ini penulis bertujuan untuk merancang serta mengimplementasikan sebuah sistem informasi tugas akhir dimana penulis berfokus pada proses administrasi dokumen tugas akhir mahasiswa, sistem informasi ini dikembangkan berbasis website dengan framework CodeIgniter sebagai backend dari sistem",Publish Date 01 Oct 2020,"Bayu Atmaja Darmawan, I Dewa Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",11
Pengembangan Back-End Sistem Informasi Program Studi Teknik Informatika FakultasMIPA Universitas Udayana,"Ilmu Komputer merupakan ilmu terapan dari ilmu-ilmu dasar yang mengalami perkembangan sangat pesat seiring dengan pesatnya perkembangan Ilmu Pengetahuan dan Teknologi (IPTEK). Penguasaan bidang ilmu komputer belakangan ini sangatlah dirasa perlu dalam meningkatkan sumber daya manusia sebagai tuntutan dari perkembangan teknologi. Khususnya dalam mendukung peningkatan kualitas Tridarma Perguruan Tinggi di dalam institusi dan untuk menunjang proses-proses pembangunan masyarakat (daerah dan nasional), bidang ilmu komputer dirasa sangat perlu dikembangkan di Universitas Udayana (UNUD). Jurusan Ilmu Komputer merupakan jurusan di Fakultas MIPA Universitas Udayana yang melaksanakan pelayanan pendidikan mahasiswa di bidang IT. Jurusan Ilmu Komputer memiliki peranan penting untuk meningkatkan pendidikan mahasiswa di bidang IT sehingga dapat diterapkan di kehidupan masyarakat. Mahasiswa yang melaksanakan perkuliahan di Jurusan Ilmu Komputer diberikan program-program tertentu untuk meningkatkan kemampuan mahasiswa dalam penguasaan ilmu yang telah dipelajari selama mengikuti kuliah. Salah satu program jurusan yang wajib diikuti yaitu Praktek Kerja Lapangan (PKL). Melihat dari permasalahan yang ada di Jurusan Ilmu komputer, PKL jurusan Ilmu Komputer dilaksanakan di jurusan itu sendiri dikarenakan untuk membuat suatu sistem informasi yang bernama SIKI yang dapat digunakan untuk memberikan suatu informasi mengenai semua informasi yang ada di Jurusan Ilmu Komputer.",Publish Date 01 Oct 2020,"Wardana, Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",7
Implementasi Sistem Absensi Mahasiswa Menggunakan Bluetooth Pada Program Studi Teknik Informatika FMIPA Universitas Udayana,"Seiring perkembangan teknologi yang semakin maju serta penggunaan hardware pada berbagai aktivitas kerja yang di dukung oleh berbagai macam software sebagai penunjang kebutuhan user yang sangat menjanjikan terutama untuk pengabsensian. Sistem absensi merupakan salah satu hal yang utama khususnya dalam suatu kehadiran. Bluetooth adalah sebuah teknologi komunikasi nirkabel (tanpa kabel) yang bekerja dengan cara mengirimkan data melalui sinyal radio pada frekuensi 2,4 GigaHertz. Sistem Absensi menggunakan Bluetooth merupakan sebuah aplikasi berbasis Android yang dapat digunakan untuk melakukan absensi mahasiswa dengan cara mencocokan Bluetooth address pengguna dan Bluetooth address ruangan kuliah sesuai dengan jadwal pengguna. Keywords: Bluetooth, Android, Absensi",Publish Date 01 Oct 2020,"Pramartha, Cokorda Rai Adi","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",3
Pengembangan Bagian Penilaian Pembelajaran Pada Sistem Penjaminan Mutu ProgramStudi Teknik Informatika,"Dewasa ini, perkembangan teknologi terjadi dengan sangat pesat, hal ini membuat semua hal dapat dikerjakan dan diintegrasikan satu sama lain secara cepat dan mudah. Teknologi yang berkembang demikian kemudian digunakan untuk membantu manusia, sehingga tidak heran pada masa sekarang ini pekerjaan manusia tidak lepas dari penggunaan komputer dan juga koneksi internet untuk dapat saling berkomunikasi serta melakukan pertukaran data. Penggunaan teknologi informasi yang baik dapat mempercepat dan mempermudah pekerjaan manusia sumber daya manusia yang ada pun dapat dimanfaatkan dengan lebih efisien.Mahasiswa yang melaksanakan perkuliahan di Jurusan Ilmu Komputer diberikan program-program tertentu untuk meningkatkan kemampuan mahasiswa dalam penguasaan ilmu yang telah dipelajari selama mengikuti kuliah. Untuk menunjang program akademis di Program Studi Teknik Informatika tentunya tidak luput dari sarana prasarana yang menunjang. Terutama dibutuhkannya suatu sistem yang dapat mempermudah dosen untuk membagikan materi pelajaran kepada mahasiswa. Dalam system, dosen dapat menambahkan , mengedit, menghapus materi setiap matakuliah, mengupload file materi, kontrak kuliah, RPS, soal dan nilai quiz, uts maupun uas. Sedangkan, admin (pegawai) dapat menambahkan, mengedit, dan menghapus data yang ada jika terjadi penambahan ataupun pengurangan terhadap matakuliah, data dosen,semester, dan angkatan. Dengan adanya Sistem Penjaminan Mutu ini diharapkan dapat bermanfaat dalam memberikan informasi akademis terutama mengenai matakuliah,materi, dan nilai yang akan disampaikan oleh dosen.",Publish Date 01 Oct 2020,"Hendrawan, Made Chandra","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",14
E-Commerce Mobile Based Application Foodienesia,"Abstract In this day and age the development of the e-commerce market is increasing. Lots of companies are on the rise, such as gojek, tokopedia, jd.id, lazada, blibli and many others. On the basis of this it is good to learn how to create one of these e-commerce. Because if we see now the e-commerce market is very profitable even arguably more profitable than retail stores. It is possible that in the coming years this e-commerce market will completely outperformed the retail market. From this I saw a huge opportunity from the food industry in Indonesia especially since Indonesia is well known for its food, and I got the idea to create an e-commerce platform that allows someone to buy and sell food online. The platform is ""Foodienesia"". This platform will allow someone to join to buy and sell food online by using this platform. Keywords: E-Commerce, Food, Development, Platform, Buy and sell",Publish Date 03 Oct 2020,"Hendra Suputra, I Putu Gede","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",13
Peningkatan Fungsi UKS Dalam Memberikan Pendidikan Kesehatan Awal Berbasis IPTEKPada Sekolah Dasar Desa Belatungan,"Usaha Kesehatan Sekolah (UKS) is a basic health business owned by a school. One of the functions of UKS is as a forum to provide early health education to school children. In primary schools the UKS maggot village does not function optimally, because there are no facilities and infrastructure to support UKS activities. Through the Udayana Mengabdi Program, assistance is provided for facilities and infrastructure, such as first aid kits, weighing instruments, temperature measuring instruments and height measuring instruments. Booked the administration of health records for elementary school students. From the programs that have been implemented, a survey is conducted to measure the success rate. After the service program was conducted the average level of knowledge of students about the function of UKS increased. As well as UKS in elementary schools, it should function properly as a place to provide early health education to elementary school children.",Publish Date 28 Oct 2020,"Hanif, Muhammad Hanif","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",18
Pengaruh Membership Function Pada Fuzzy Dempster-Shafer,"The classification process is the process of labeling a class of data sets that do not have a class label yet. In the classification process there will always be uncertainty. The uncertainty here is that there is a possibility that the label chosen is not right and causing doubts. One method that can be used to overcome uncertainty is to use the Fuzzy and Dempster-Shafer (DS) methods. This research combines the fuzzification step to get the Belief value which will then be used in the DS classification calculation. This research aims to determine the effect of using different types of Membership Function in the classification process and the optimal parameters used in each MF. This research will combine the Fuzzification step from Fuzzy method to obtain the Belief value which will be then used in DS classification calculation. The Fuzzification step uses triangle and bell Membership Function (MF) to produce Belief value for the class label. The MF curve parameter tests are divided into two parts, the first part is where the parameters of the center point of the curve are within the range of the input data and the second part is where the parameters of the center point of the curve are outside the range of the input data. The result show that the optimal parameters for the triangle MF are a1 = a2 = 4, b1 = b2 = 10, c1 = 0 and c2 = 11 and parameters for the bell MF are a1 = -11, b1 = 0, c1 = 11 and a2 = 0, b2 = 1, c2 = 22. 2. The results of the research also show that the shape of bell MF with an accuracy of 88.87% is better than triangle MF.",Publish Date 23 Nov 2020,"Arya Kadyanan, I Gusti Agung Gede","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",8
Pengembangan Sistem Informasi Alumni Program Studi Teknik Informatika Fakultas Mipa Universitas Udayana,"Melihat dari permasalahan yang ada di Jurusan Ilmu komputer, PKL jurusan Ilmu Komputer dilaksanakan di dalam jurusan itu sendiri. Hal ini dilakukan untuk membuat salah satu bagian dari sistem informasi “SIKI”, yaitu pada bagian sistem informasi alumni yang dapat digunakan untuk memberikan informasi mengenai pendataan dan berita alumni yang ada di Jurusan Ilmu Komputer. Selain itu, informasi alumni juga memiliki peranan penting untuk pengembangan suatu institusi pendidikan. Karena alumni bisa berperan sebagai cermin kualitas sebuah institusi pendidikan di ranah publik. Dengan adanya informasi tentang alumni yang baik, secara tidak langsung dapat meningkatkan citra baik universitas terhadap masyarakat umum. Sampai saat ini masih banyak universitas yang belum memanfaatkan penggunaan sistem informasi dalam pendataan dan penelusuran alumni. Sehingga, untuk mempermudah memperoleh informasi tentang alumni Jurusan Ilmu Komputer Fakultas MIPA Universitas Udayana, diperlukan suatu sistem informasi yang dapat menginformasikan tentang alumni.",Publish Date 23 Nov 2020,"Wijaya, Ni Putu Ega Meiliana","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",11
Sebuah PENCARIAN FILE JURNAL DENGAN QUERY KATA PADA LIST KUMPULAN DOKUMEN JURNAL MENGGUNAKAN METODE VECTOR SPACE MODEL,"Journals are articles about research that are very useful among academics and students alike. Every time we learn a new knowledge, we certainly need a guide that is verified and also credible. Students and academics were greatly helped by this journal. With journals help students and academics get references from previous research and get more insights so that they are able to make a related research and can even be improved from previous research. However, there are still many students and academics who find it difficult to find the right journal for their needs. So here the authors make a research system of information retrieval about journal searches by querying words using the vector space model method. In the suffix tree clustering method and the Vector Space Model, each document and keyword that has been carried out by the Text Mining process is then given the weight of each word contained in each existing document with the Term Frequency - Inverse Document Frequency (TF-IDF) weighting algorithm.",Publish Date 23 Nov 2020,"Ari Mogi, I Komang","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",10
Peringkas Teks Otomatis Berita Online Menggunakan Metode Cross Latent SemanticAnalysis & Cosine Similarity,"Ringkasan merupakan suatu cara yang efektif untuk meyajikan suatu karangan yang panjang dalam bentuk yang singkat. Walaupun bentuknya ringkas, namun ringkasan itu tetap memepertahankan pikiran pengarang dan pendekatannya yang asli. Namun dalam membuat ringkasan kita harus membaca berita atau artikel terlebih dahulu, sedangkan ringkasan dibuat dengan tujuan untuk meminimalkan waktu pembaca dan memberikan teks yang isinya langsung mengarah pada tujuan utama atau ide pokoknya. Pada penelitian ini memaparkan peringkasan teks otomatis berita online dari sebuah website menggunakan CLSA (Cross Latent Semantic Analysis) dan Cosine Similarity. Penelitian ini dilakukan untuk menguji seberapa baik hasil dan akurasi ringkasan yang dilakukan oleh CLSA dan cosine similarity. Penelitian ini menggunakan data sekunder dari berita dari media online yaitu web balipost.com dengan wilayah khusus Denpasar. Proses pengambilan data dilakukan dengan cara crawling. Data berita yang digunakan ialah sebanyak 161 berita, berita hasil ringkasan sistem nantinya akan dibandingkan dengan hasil ringkasan manual untuk mendapatkan akurasinya. Dari hasil pengujian yang dilakukan oleh sistem didapatkan nilai rata – rata akurasi F-Measure sebesar 58%, rata – rata Precision 62% dan rata – rata Recall 57%. Hasil dari penelitian peringkasan teks otomatis dari berita online dengan menggunakan metode CLSA dan cosine similarity memberikan hasil dan akurasi ringkasan yang cukup. Keywords : ringkasan, peringkas teks otomatis, crawling, CLSA, cosine similarity",Publish Date 24 Nov 2020,"Wiantari, Ni Wayan","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",3
Game Edukasi Pengenalan Huruf Latin Menggunakan Template Matching Untuk Anak Usia Dini,"Masa Kanak – kanak merupakan masa yang penting bagi perkembagnan bagi seorang anak dimana pada masa tersebut anak – anak berada dalam fase dimana kemampuan motoric, sensorik maupun kognitif anak sedang mengalami perkembangan, tentunya ketiga kemampuan tersebut berkembang secara alami sejalan dengan usia anak, ketiga kemampuan tersebut juga dapat dikembangkan lebih lanjut lewat berbagai aktifitas baik fisik maupun mental, salah satu contoh aktifitas tersebut adalah menulis, menulis sendiri merupakan salah satu bentuk dari kemampuan kognitif yang penting dimiliki oleh seorang anak karena aktifitas menulis mendukung integrasi bahasa dan keterampilan literasi yang muncul meletakan dasar bagi keterampilan membaca anak, terdapat berbagai metode atau cara yang biasanya digunakan untuk mengajarkan anak untuk menulis, salah satu metode yang sering digunakan saat ini adalah belajar menulis sambil bermain, penelitian ini memanfaatkan metode tersebut untuk mengembangkan sebuah media interaktif yang dapat digunakan untuk belajar menulis serta mengenalkan karakter huruf alfabet (A-Z), (a-z) dan angka (0-9) kepada anak yang dibuat dalam bentuk sebuah game edukasi, game edukasi ini menggunakan metode Template Matching untuk menilai hasil tulisan tangan anak dengan mencari tingkat kemiripan atau kecocokan tulisan anak tersebut dengan template karakter yang disediakan. Berdasarkan penelitian yang dilakukan, pengenalan karakter dengan metode Template Matching dinyatakan berhasil dalam mengenali hasil tulisan karakter anak, dimana didapatkan akurasi dari pengenalan karakter menggunakan metode Template Matching terhadap hasil tulisan karakter huruf alfabet (A-Z),(a-z) dan angka (0-9) yang didapatkan, menghasilkan akurasi pengenalan karakter untuk karakter huruf alfabet (A-Z) sebesar 88%, karakter huruf alfabet (a-z) sebesar 86%, dan karakter angka (0-9) sebesar 87%",Publish Date 24 Nov 2020,"Supriana, I Wayan","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",3
Penerapan Metode Adaboost Untuk Multi-Label Classification Pada Dokumen Teks,"The significant increase in the amount of text data makes the reasons for applying the classification to the text very clear. The manual classification process carried out by humans is very inefficient and ineffective. This limitation opens up great opportunities for the development of automatic text classifications. In the case of article classification, it is more relevant to use multi-label classification, because an article can be categorized into multiple labels. Many approaches can be used to implement a multi-label classification of text. The supervised-learning method in the field of machine learning is a popular method for this problem. In the review conducted, there were journals that carried out a comparative analysis of the supervised method in the multi-label classification. Based on the review conducted, the AdaBoost Algorithm gives better results than other algorithms. Many approaches can be used to implement a multi-label classification of text. The supervised-learning method in the field of machine learning is a popular method for this problem. In the review conducted, some journals carried out a comparative analysis of the supervised method in the multi-label classification. Based on the review conducted, the AdaBoost Algorithm gives better results than other algorithms. Based on research conducted by the AdaBoost algorithm, it gives more optimal results on the dataset with TF-IDF weighting than TF. The results of accuracy, precision, recall, and f-measure given are higher when compared with the comparison algorithm used. The computing time used by the AdaBoost algorithm is faster than the comparison algorithm used.",Publish Date 24 Nov 2020,"Prasetya, Putu Rikky Mahendra","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",8
Klasifikasi Citra Rontgen Gigi Berdasarkan Analisis Tekstur Untuk Diagnosis Karies Gigi Manusia Menggunakan Metode SVM,"Gigi adalah suatu struktur berklasifikasi yang keras dan terdapat pada rahang manusia, memiliki struktur bervariasi dan keras yang jika tidak dirawat akan menimbulkan kerusakan yang dikenal dengan karies. Karies merupakan masalah gigi yang sering ditemui di Indonesia dan perlu penanganan dokter gigi dan rontgen untuk menegakan diagnosis yang tepat, namun beberapa dokter gigi kesulitan untuk meneliti hasil rontgen. Sekitar 53.3% dari 15 dokter gigi kesusahan untuk bisa mendiagnosis karies gigi dari hasil rontgen. Dari permasalahan tersebut penulis menggunakan metode SVM (Support Vector Machine) untuk membantu kerja dokter gigi mengidentifikasi gigi yang terdapat karies. Tahap klasifikasi yaitu pengumpulan data, preprocessing, ekstraksi fitur, klasifikasi dengan SVM. Hasil dari proses pengujian SVM adalah prediksi kelas dari citra inputan yang berupa rontgen. Dari hasil yang didapatkan secara keseluruhan dari pengujian akurasi program pada kasus klasifikasi citra rontgen gigi didapatkan adalah 82.00% dan dikategorikan “baik”.",Publish Date 24 Nov 2020,"Mastrika Giri, Gst. Ayu Vida","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",3
Optimasi Pembobotan Jaringan Syaraf Tiruan Pada Klasifikasi Kanker Payudara,"Klasifikasi adalah proses membedakan sekumpulan model kedalam beberapa kelas data. Salah satu algoritma yang dapat digunakan untuk proses klasifikasi adalah Jaringan Syaraf Tiruan. Salah satu proses yang memepengaruhi proses Jaringan Syaraf Tiruan adalah proses pembobotan jaringan antar neuron pada Jaringan Syaraf Tiruan. Terdapat beberapa metode yang dapat digunakan dalam proses pencarian bobot, seperti algoritma genetika dan Particle Swarm Optimization atau PSO. PSO adalah salah satu metode optimasi pada Artificle Intelegent. Pada penelitian ini akan dilakukan proses pengujian pengaruh parameter PSO terhadap hasil akurasi yang diperoleh oleh Jaringan Syaraf Tiruan. Dari penelitian yang telah dilakukan nilai parameter terbaik PSO yang digunakan adalah w=0.8, c1=1.5, dan c2 = 2.2. Dari penelitian tersebut menunjukan bahwa optimasi pebobotan dengan Particle Swarm Optimization (PSO) dapat meningkatkan rata – rata nilai akurasi sebesar 0.5%.",Publish Date 24 Nov 2020,"Cahyadi Putra, I Gusti Ngurah Anom","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",3
The Effects of Different Kernels in SVM Sentiment Analysis on Mass Social Distancing,"During this pandemic, social media has become a major need as a means of communication. One of the social medias used is Twitter by using messages referred to as tweets. Indonesia currently undergoing mass social distancing. During this time most people use social media in order to spend their idle time However, sometimes, this result in negative sentiment that used to insult and aimed at an individual or group. To filter that kind of tweets, a sentiment analysis was performed with SVM and 3 different kernel method. Tweets are labelled into 3 classes of positive, neutral, and negative. The experiments are conducted to determine which kernel is better. From the sentiment analysis that has been performed, SVM linear kernel yield the best score Some experiments show that the precision of linear kernel is 57%, recall is 50%, and f-measure is 44%",Publish Date 22 Nov 2020,"Arya Kadyanan, I Gusti Agung Gede","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",5
Quantization-Based Novel Extraction Method Of EEG Signal For Classification,"In the pattern recognition field, features or object’s characteristics are one of the key points to recognizing them. The feature extraction process will see that objects have different features, where the features are obtained through the analysis process from the extractor, such as for data statistics, energy, power spectral, and so on. This study aims to enrich the point of view of EEG signal features by quantifying the signal. It will be analyzed whether the features obtained by quantization represent the EEG signal object from different viewpoints. This research uses the DEAP dataset, with the result being a feature vector that will be included in the artificial neural network classifier using the Keras library. The experiment carried out is to try to enter quantized and Non-quantized feature vectors into the classifier. As a result, the accuracy of the classification process with the quantization vector was 75%, and the accuracy in the Non-quantized vector classification process was only 58%. These results indicate the EEG signal quantization feature can represent the EEG signal object. Keywords: EEG signal, quantization, DEAP, feature extraction, pattern recognition",Publish Date 22 Nov 2020,"Hendra Suputra, I Putu Gede","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",8
Ontology Development for Motorcycle Semantic Knowledge Representation,"Transportation is currently a basic necessity in supporting daily life, starting from supporting economic activities and various other things. One of the most commonly used means of transportation is a motorcycle because it is very practical to use. However, the development of motorcycles is currently very fast, confusing the community in choosing a motorcycle that suits their needs. The solution used to overcome this problem can be overcome by using the concept of semantic ontology. The method of building the ontology model used is METHONTOLOGY. This method is one of the methods of building an ontology model that can reuse the built ontology for further system development. The motorcycle ontology development model generates 16 classes, 13 object properties, 11 data properties, and 69 individuals. The ontology evaluation process by performing SPARQL queries also provides appropriate results.",Publish Date 22 Nov 2020,"Prebiana, Kiki Dwi","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",15
Specialty Coffee Cupping Score Prediction with General Regression Neural Network (GRNN),"Coffee is a plant that can be processed into beverages. The cupping score is a score for a coffee quality graded with an expert called Q grader. The cupping score will decide if a coffee may be called as specialty coffee. In this research, the cupping score will be predicted by the coffee properties and did not involve the Q grader for giving the score. The prediction of the score is obtained by using the GRNN method. The experiment consists of finding when the MAE and the MSE are converged and find the neuron's best number. The model's performance is measured with MSE and MAE with the best MSE value of 0.097 and MAE value 0.245.",Publish Date 22 Nov 2020,"Gorianto, Frisca Olivia","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",4
The Introduction Of SDN 3 Lukluk Environment Using Augmented Reality Application,"Every year a lot of new students enter school. To introduce new students to the school environment, the school holds an event to introduce the school environment to make them know their school environment better. However, there are still students who do not know their school environment very well. In the school environment there are many buildings with different names and to remember all of them correctly is not easy and takes a lot of time to look at all of them. To Remember all the location of the buildings and its names, it would be better if there was a application that can visualize the buildings very well. Technologies that can provide visualization and is easy to use is Augmented Reality. Augmented Reality can display the whole school environment, making it easier to see all the buildings with their names in the school environment. AR can be easily used, user only need to install AR on their smartphone device. This AR application is marker-based so that user only need to scan the marker provided with the camera and the school environment and information can be displayed.",Publish Date 23 Nov 2020,"Andrayuga Mardhayiska, I Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",0
Performance Evaluation of Contract Labor Using Cluster Analysis,"The role of employees is needed to determine the success of a company. Performance appraisal performance is a way to measure the contribution made. One way to do an evaluation is by classifying the data. After the data is grouped into clusters, a ranking is done. Method used The Simple Additive Weighting (SAW) method is to find the weighted sum of the performance ratings for each alternative on all attributes. The criteria that will be used as a reference in making decisions are performance, presence and behavior. Very good performance was achieved by contract workers located in cluster 1, contract workers located in cluster 5 received a good rating, contract workers located in cluster 4 received a sufficient rating, contract workers located in cluster 4 received a bad predicate and contract workers located in cluster 3 get a very bad predicate. The purity method is used to measure the purity level of a cluster. The purity value obtained is 0.89 or 89%. Which indicates the accuracy value with the purity test is good because the purity value is close to 1",Publish Date 23 Nov 2020,"Adi Pramartha, Cokorda Rai","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",4
Sistem Rekomendasi Pendukung Keputusan Pemilihan Smartphone Dengan Metode Simple Additive Weighting (SAW) Berbasis Web,"Smartphones are already a must-have communication technology to make it easier to live your daily life. However, with so many choices can make consumers confused in determining the appropriate choice. The Simple Additive Weighting (SAW) method can help in the simple process that can be applied to decision-making cases such as in smartphone selection recommendations with a wide range of attributes. In the case of this study, the results were obtained that the Realme X3 Superzoom smartphone scored the highest preference with a value of 22. With this research, it is hoped that this decision support system can help potential consumers to more easily consider in the selection of smartphones that suit their wishes or needs",Publish Date 24 Nov 2020,"Putra, Angga Pramana","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",2
Perancangan Aplikasi Pengenalan Logo Universitas Menggunakan Metode Template Matching,"A logo is a special symbol or symbol that represents a company or organization. A logo can be a name, symbol or other graphic element that is displayed visually [1]. All institutions have a logo, especially an educational institution, namely the University, but the university logo is rarely remembered by lecturers, students, or the public. To be able to remind and provide information about the university, the university logo scan application which will later be directed to the university link is considered by the author suitable to be made. This kind of research has been tested with high accuracy but does not use the University logo. This research will utilize Augmented Reality program design with slight modifications and apply the Template Matching method that will be made with the Unity Game Engine and Vuforia SDK. This research was successful as evidenced by the smooth installation of APK and good program performance. In addition, this study obtained 84% accuracy in the detection of markers (logos) which were known by the distance and focus of the camera. This research also gets 100% accuracy in the direction to the intended university link. Keywords: Logo, University, Matching Templates, Vuforia SDK, Unity Game Engine",Publish Date 24 Nov 2020,"Arta Wibawa, I Gede","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",18
Penemuan Pola Pengunjung Poliklinik Menggunakan Algoritma Apriori,"Living in an information era, the presence of data is super important. With the data exponentially grows from decades to decades, it reflect the old saying that people today are so rich with data yet so poor on information. To dissect the information that contained within the large amount of data, a method is introduced called “Data Mining.” Data mining is a process of retriving a unique, unseen, and valuable information/insight from the data. Data mining comes with a lot of methods branches, one of those is pattern analysis, or also known as “Association Rules”. With the help of Association Rules, people can discover the relational pattern within the data, so people can make the best decision on the period of time. In this study, the writer is implementing Apriori Algorithm (one of the Association Rules algorithm) to see the pattern of a polyclinic visitor.",Publish Date 24 Nov 2020,"Widiastawan, Gede","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",9
Computer Network Design Using PPDIOO Method With Case Study of SMA Negeri 1 Kunir,"Technological developments are very beneficial for the world of education, such as the use of the internet in finding and managing information and can help in the teaching and learning process. Before using the internet, there was a computer network that played an important role in it. In building a computer network, a concept or method is needed in designing it, and here the PPDIOO method will be used and uses two types of network topologies, namely star and ring topologies. With the design of this computer network, it can help schools in the teaching and learning process and can improve the quality of teaching, the quality of knowledge and the quality of the abilities of students and teachers. Keywords: Education, Technology, Computer Networks, PPDIOO Method, Network Topology",Publish Date 24 Nov 2020,"Arya Kadyanan, I Gusti Agung Gede","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",8
Implementasi Learning Vector Quantization(LVQ) untuk KLasifikasi Penyakit Ginjal Kronis,"Chronic kidney disease is a disruption in the function of the kidney organs. When the kidneys are no longer fully functioning, the body is filled with water and a waste product called uremia. As a result, the body or legs will experience swelling and feel tired quickly because the body needs clean blood. Therefore, impaired kidney function should not be underestimated because it can be fatal. Researchers have conducted research related to the classification of kidney disease to find out what symptoms can cause kidney disease. One method that can be used for classification is the Learning Vector Quantization (LVQ) method. In this study, the LVQ algorithm was applied to classify chronic kidney disease. From the research results, the highest accuracy is 81.667% with the optimal learning rate is 0.002.",Publish Date 24 Nov 2020,"Purnajiwa Arimbawa, I Gede Angga","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",8
Segmentasi Huruf Hijaiyah Menggunakan Metode Connected Component Labeling,"Arabic letters or Hijaiyah letters recognition is a challenge in itself because one letter consists of more than one character, namely the main character, companion character such as dots and lines, and punctuation called harakat. The image segmentation process is the most important in a character recognition system because it affects the separation of objects in an image. In this research, Hijaiyah letter segmentation aims to separate the letters according to the character of each letter using the Connected Component Labeling (CCL) method. Merging labels on each character will be done by looking for the Euclidean distance value from adjacent centroids. The experiment succeeded in segmenting each Hijaiyah character with an accuracy value of 86%.",Publish Date 24 Nov 2020,"Sanjaya ER, Ngurah Agus","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 2 (2020): JELIKU Volume 9 No 2, November 2020",10
